code_rome_demandeur;code_niveau_entree;duree_numerique;code_type_mobilite;id_af_dokelio_idf;intitule_af;duree_texte;libelle_formacode;niveau_entree;niveau_sortie;formation_certifiante;lien_inscription_pole_emploi
I1301;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1301;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
I1301;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
I1301;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
I1302;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
I1302;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
I1302;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1302;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
I1302;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
I1302;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
I1302;1;1080;2;14_AF_0000111553;Titre professionnel conseiller relation client à distance;1080 heures (dont 390 heures en entreprise);service après-vente (34027);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985220/true/false/true/true;JSESSIONID_RECH_FORMATION=YLr1dFKTA7E6cDNPCLlHi6iOPrkhfRcStZlJa8xWA2XWGjCKLe6M!1409198653"
I1303;0;1441;2;14_AF_0000093849;Gestionnaire en maintenance et support informatique;1441 heures (dont 441 heures en entreprise);maintenance assistance informatique (31051);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986078/true/false/true/true;JSESSIONID_RECH_FORMATION=g871ceM2ryb1AHBEEvsuNLFc0cK6peIyj0WQAadGDzS6jjU5H93B!1062176548"
I1303;0;1120;2;14_AF_0000117458;Titre professionnel technicien supérieur systèmes et réseaux;1120 heures (dont 280 heures en entreprise);réseau informatique (24231);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986458/true/false/true/true;JSESSIONID_RECH_FORMATION=CFn1dLGWp4hqgZHZvl6JXK6iOycCxwK_pz-z_GOUWcsZQ8Z2T6vQ!1091025462"
I1304;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1304;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
I1304;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
I1305;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
I1305;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
I1305;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1305;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
I1305;1;1080;2;14_AF_0000111553;Titre professionnel conseiller relation client à distance;1080 heures (dont 390 heures en entreprise);service après-vente (34027);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985220/true/false/true/true;JSESSIONID_RECH_FORMATION=YLr1dFKTA7E6cDNPCLlHi6iOPrkhfRcStZlJa8xWA2XWGjCKLe6M!1409198653"
I1305;0;1441;2;14_AF_0000093849;Gestionnaire en maintenance et support informatique;1441 heures (dont 441 heures en entreprise);maintenance assistance informatique (31051);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986078/true/false/true/true;JSESSIONID_RECH_FORMATION=g871ceM2ryb1AHBEEvsuNLFc0cK6peIyj0WQAadGDzS6jjU5H93B!1062176548"
I1305;0;1120;2;14_AF_0000117458;Titre professionnel technicien supérieur systèmes et réseaux;1120 heures (dont 280 heures en entreprise);réseau informatique (24231);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986458/true/false/true/true;JSESSIONID_RECH_FORMATION=CFn1dLGWp4hqgZHZvl6JXK6iOycCxwK_pz-z_GOUWcsZQ8Z2T6vQ!1091025462"
I1306;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
I1306;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
I1306;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1306;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
I1306;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
I1306;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
I1306;0;1190;1;14_AF_0000093924;CAP électricien;1190 heures (dont 490 heures en entreprise);installation électrique (24066);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986161/true/false/true/true;JSESSIONID_RECH_FORMATION=ZuH1cpqYg_vyykTOu6zDYbp64kxvQEBSBK2jscqTwl-AExaRt6pP!1409198653"
I1306;0;1190;1;14_AF_0000131836;CAP monteur en installations sanitaires;1190 heures (dont 490 heures en entreprise);chauffage (22671);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121061/true/false/true/false;JSESSIONID_RECH_FORMATION=DRH1dS01G5dH9fG4YLpDE_dxbGvePiTxGuLQDnJ6g_03QkoraTEe!1062176548"
I1307;4;2560;2;14_AF_0000093848;Manager en infrastructures et cybersécurité des systèmes d’information - Responsable de projet cybersécurité et SI;2560 heures (dont 560 heures en entreprise);architecture système information (31009);Bac+3 à Bac+5;Bac +5 et plus;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986076/true/false/true/true;JSESSIONID_RECH_FORMATION=BTj1cdx9BnFIQ14oHF3DYMG6RZRRNrDdNZDWaH9gs1OS-1eT7H54!1091025462"
I1307;4;1500;2;14_AF_0000093830;Data Scientist;1500 heures;Data Warehouse (31052);Bac+3 à Bac+5;Bac +5 et plus;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986069/true/false/true/true;JSESSIONID_RECH_FORMATION=O0P1ccOjr2lApRDlTeSAJDk5MmuxPMFbUzX9r7Uno3flLyZI3ZVK!-1153848768"
I1307;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
I1307;3;2000;2;14_AF_0000093853;Data scientist - Ingénieur Intelligence Artificielle (IA);2000 heures;Data Warehouse (31052);Bac+2;Bac +5 et plus;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986081/true/false/true/true;JSESSIONID_RECH_FORMATION=2hH1cen6h2GDttpRdgAI4jAcVK0MB-I4wdttqzNHe32_AJnCGezM!1409198653"
I1307;3;1000;2;14_AF_0000093836;Data scientist - ingénieur machine learning;1000 heures;Data Warehouse (31052);Bac+2;Bac +5 et plus;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986072/true/false/true/true;JSESSIONID_RECH_FORMATION=ldL1cdBxZETMAmQR8kpGm4NlriZoGyyukkJVbETJCee9pZGvFVSc!1062176548"
I1307;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
I1307;2;2000;2;14_AF_0000093835;Data analyst;2000 heures;analyse données (11016);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986070/true/false/true/true;JSESSIONID_RECH_FORMATION=aqn1cco06uUe5uVsJsh7XzjOqbGHyIjf8eHYQXSg_RDX0kusp6lc!1091025462"
I1307;2;1258;2;14_AF_0000093954;Titre professionnel développeur web et web mobile avec anglais renforcé;1258 heures (dont 350 heures en entreprise);conduite projet multimédia (46207);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986194/true/false/true/true;JSESSIONID_RECH_FORMATION=5KH1cxDzd61z0jn2k94jgsC35HiAIODOR9XaOK6oab41Yca2QPjO!1409198653"
I1307;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1307;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
I1307;2;313;2;14_AF_0000093958;Titre professionnel technicien supérieur systèmes et réseaux - CCP 1 - Assister les utilisateurs en centre de services avec anglais renforcé;313 heures;réseau informatique (24231);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986201/true/false/true/true;JSESSIONID_RECH_FORMATION=pdn1cyH6-RkWmODEBxZ5Zz0QvxmQ2xYbAkMCIlciWat02dwoTz72!1062176548"
I1307;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
I1307;2;245;2;14_AF_0000093957;Titre professionnel technicien supérieur systèmes et réseaux - CCP 1 - Assister les utilisateurs en centre de services;245 heures;réseau informatique (24231);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986199/true/false/true/true;JSESSIONID_RECH_FORMATION=Dej1cxxW5JTUk1FG165c0E6QaNOF0MNG3p8P_QaCkwzR8IY024BM!-1153848768"
I1307;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
I1307;1;1080;2;14_AF_0000111553;Titre professionnel conseiller relation client à distance;1080 heures (dont 390 heures en entreprise);service après-vente (34027);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985220/true/false/true/true;JSESSIONID_RECH_FORMATION=YLr1dFKTA7E6cDNPCLlHi6iOPrkhfRcStZlJa8xWA2XWGjCKLe6M!1409198653"
I1307;0;1441;1;14_AF_0000093849;Gestionnaire en maintenance et support informatique;1441 heures (dont 441 heures en entreprise);maintenance assistance informatique (31051);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986078/true/false/true/true;JSESSIONID_RECH_FORMATION=g871ceM2ryb1AHBEEvsuNLFc0cK6peIyj0WQAadGDzS6jjU5H93B!1062176548"
I1307;0;1190;1;14_AF_0000093924;CAP électricien;1190 heures (dont 490 heures en entreprise);installation électrique (24066);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986161/true/false/true/true;JSESSIONID_RECH_FORMATION=ZuH1cpqYg_vyykTOu6zDYbp64kxvQEBSBK2jscqTwl-AExaRt6pP!1409198653"
I1307;0;1120;1;14_AF_0000117458;Titre professionnel technicien supérieur systèmes et réseaux;1120 heures (dont 280 heures en entreprise);réseau informatique (24231);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986458/true/false/true/true;JSESSIONID_RECH_FORMATION=CFn1dLGWp4hqgZHZvl6JXK6iOycCxwK_pz-z_GOUWcsZQ8Z2T6vQ!1091025462"
I1307;0;1120;2;14_AF_0000094055;Titre professionnel développeur web et web mobile;1120 heures (dont 280 heures en entreprise);conduite projet multimédia (46207);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986109/true/false/true/true;JSESSIONID_RECH_FORMATION=74n1c2xlMTSBtq9DW56DsKuk73DXeKs8YpexoeD7r3KFHJmT4yJM!1409198653"
I1308;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
I1308;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
I1308;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1308;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
I1308;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
I1308;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
I1308;0;1190;0;14_AF_0000131836;CAP monteur en installations sanitaires;1190 heures (dont 490 heures en entreprise);chauffage (22671);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/4121061/true/false/true/false;JSESSIONID_RECH_FORMATION=DRH1dS01G5dH9fG4YLpDE_dxbGvePiTxGuLQDnJ6g_03QkoraTEe!1062176548"
I1309;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1309;0;1190;1;14_AF_0000093924;CAP électricien;1190 heures (dont 490 heures en entreprise);installation électrique (24066);Aucun;BEPC, CAP, BEP, BPA;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986161/true/false/true/true;JSESSIONID_RECH_FORMATION=ZuH1cpqYg_vyykTOu6zDYbp64kxvQEBSBK2jscqTwl-AExaRt6pP!1409198653"
I1401;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
I1401;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
I1401;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1401;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
I1401;2;300;2;14_AF_0000093970;Vente à l’export;300 heures;exportation (34256);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986224/true/false/true/true;JSESSIONID_RECH_FORMATION=VYf1c10Nmok8lcmthIIBDCPqTuJUnadDvn2wPch2tgTFcxID9-EV!-1153848768"
I1401;2;216;2;14_AF_0000093969;Études et veille commerciale;216 heures;commerce international (34254);Bac;Sans Niveau Spécifique;Non;"https://candidat.pole-emploi.fr/formations/detail/3986221/true/false/true/true;JSESSIONID_RECH_FORMATION=ehj1c1cwa-MNHMhNtaO0mc3g32R7CpmZmOUXsnnGM95DF3WFlxaM!1409198653"
I1401;1;1080;2;14_AF_0000111553;Titre professionnel conseiller relation client à distance;1080 heures (dont 390 heures en entreprise);service après-vente (34027);CAP, BEP;Bac, Bac pro, BP;Oui;"https://candidat.pole-emploi.fr/formations/detail/3985220/true/false/true/true;JSESSIONID_RECH_FORMATION=YLr1dFKTA7E6cDNPCLlHi6iOPrkhfRcStZlJa8xWA2XWGjCKLe6M!1409198653"
I1401;0;1441;0;14_AF_0000093849;Gestionnaire en maintenance et support informatique;1441 heures (dont 441 heures en entreprise);maintenance assistance informatique (31051);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986078/true/false/true/true;JSESSIONID_RECH_FORMATION=g871ceM2ryb1AHBEEvsuNLFc0cK6peIyj0WQAadGDzS6jjU5H93B!1062176548"
I1401;0;1120;0;14_AF_0000117458;Titre professionnel technicien supérieur systèmes et réseaux;1120 heures (dont 280 heures en entreprise);réseau informatique (24231);Aucun;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986458/true/false/true/true;JSESSIONID_RECH_FORMATION=CFn1dLGWp4hqgZHZvl6JXK6iOycCxwK_pz-z_GOUWcsZQ8Z2T6vQ!1091025462"
I1402;3;2000;2;14_AF_0000093813;Responsable formation et développement des compétences;2000 heures;ingénierie formation (44557);Bac+2;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986047/true/false/true/true;JSESSIONID_RECH_FORMATION=RCL1cZ7SgTkSlI3RsfDkp1BgEyXJbEixsbOo764j0Dn3rxZmWPFP!1062176548"
I1402;2;2000;2;14_AF_0000093811;Formateur - Enseignant;2000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986042/true/false/true/true;JSESSIONID_RECH_FORMATION=6GX1cZDzRzwALPpbmBeYjvEHqaP5xTYqYC1NXGWy5xiE9XB9Ox9-!-1153848768"
I1402;2;1200;2;14_AF_0000094362;Titre professionnel négociateur technico-commercial;1200 heures (dont 420 heures en entreprise);prospection vente (34593);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986019/true/false/true/true;JSESSIONID_RECH_FORMATION=UUr1c8O760lFYOCzrxD7aPz-d-wyUjF0KlwOdK9F2X6oT74wf0xZ!1409198653"
I1402;2;1110;2;14_AF_0000093959;Titre professionnel conseiller en insertion professionnelle;1110 heures (dont 420 heures en entreprise);conseil insertion professionnelle (44569);Bac;Bac +2;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986203/true/false/true/true;JSESSIONID_RECH_FORMATION=Kgn1cyn5WOpdPwS9VpqIV0FHOSRz_Ufn39rk0li9s_iyZYOFyRdZ!1409198653"
I1402;2;1000;2;14_AF_0000093814;Conseiller en évolution professionnelle;1000 heures;conseiller travail (44094);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986049/true/false/true/true;JSESSIONID_RECH_FORMATION=O0z1caTRBwgkmCN_Ayzu2-uCdVjyZWuVH651dNvEkUKoAHpPN5H5!1409198653"
I1402;2;1000;2;14_AF_0000093812;Responsable d’ingénierie pédagogique;1000 heures;ingénierie formation pédagogie (44554);Bac;Bac +3/4;Oui;"https://candidat.pole-emploi.fr/formations/detail/3986045/true/false/true/true;JSESSIONID_RECH_FORMATION=DxT1cZgcf_TqhQ32S60SG0cdFnmqUGNZHAze5V0knUi87zI99wSv!1091025462"
